objid,crowded,badbkgmatch,ra,dec,l,b,nmatches,nreject,nbands,i1_fluxtype,i2_fluxtype,i3_fluxtype,i4_fluxtype,m1_fluxtype,i1_fluxflag,i2_fluxflag,i3_fluxflag,i4_fluxflag,m1_fluxflag,i1_softsatflag,i2_softsatflag,i3_softsatflag,i4_softsatflag,i1_f_ap2,i1_df_ap2,i2_f_ap2,i2_df_ap2,i3_f_ap2,i3_df_ap2,i4_f_ap2,i4_df_ap2,m1_f_psf,m1_df_psf,i1_extfrac,i2_extfrac,i3_extfrac,i4_extfrac,m1_extfrac,i1_brtfrac,i2_brtfrac,i3_brtfrac,i4_brtfrac,m1_brtfrac,i1_snr,i2_snr,i3_snr,i4_snr,m1_snr,i1_seflags,i2_seflags,i3_seflags,i4_seflags,m1_dflag,m1_sflag,i1_meannoise,i2_meannoise,i3_meannoise,i4_meannoise,m1_meannoise,smid,regid,irac_obstype,mips_obstype,i1_coverage,i2_coverage,i3_coverage,i4_coverage,m1_coverage,twomass_key,twomass_assoc,twomass_ra,twomass_dec,j,dj,h,dh,k,dk,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist,ir_ratio,J_H,H_K,J_K,BP_RP,BP_G,G_RP,j_SNR,h_SNR,k_SNR,good_2mass,good_gaia_phot,good_astrometry,k_dwarf_color,k_dwarf_color_strict,dist_pc,dist_pc_err,good_parallax,G_abs,J_abs,K_abs,k_dwarf_absmag,k_dwarf_teff,k_subtype,A_G,A_J,A_K,Gmag_dered,BPmag_dered,RPmag_dered,j_dered,h_dered,k_dered,flag_giant,flag_mdwarf,flag_high_pm,flag_binary,flag_variable,contaminant,validation_score,validation_tier,confidence
SSTSL2 J224740.79+620520.5,0,1,341.919966,62.089036,108.991317,2.614606,1,0,7,1,1,1,1,1,2,2,0.0,0,2,0,0,0.0,0,8299.0,7.006,6623.0,6.735,5510.0,16.95,8879.0,13.26,30650.0,82.07,0.0,0.0,0.0,0.0,1.01,1.02,0.95,0.0,0.0,1.01,1104.6,867.5,332.8,650.6,373.5,3,3,0.0,0,P,-1,1.109,1.279,4.575,6.838,54.25,30002711,30002711-32662,0,0,3.97,12.4,3.54,13.2,23.48,752245599.0,1,341.92,62.08908,3604.0,189.2,7698.0,368.7,8863.0,318.4,Gaia DR3 2207144561972423552,341.9199892,62.08905663,0.0,0.0,155,1.63615e+18,2.20714e+18,820808914,0.0756,0.0777,1.3608,0.0905,15.0297,3.149,-0.302,0.1,-3.135,0.093,-0.0326,0.2138,-0.2551,-0.03,0.2483,-0.0864,-0.2431,-0.2482,-0.0263,-0.1889,377,0,376,1,-0.3798,398.56,0.188,0.51773,31,False,1.217,,,,,,,,43,27,0.147593,47,0.01206,80.0,0,0,0.985,0,380,1347.60869,3.08109,437.381,17.863457,0.003709,41,162.937,9.88427,16.4845,19.80849,0.065923,41,1869.76,14.7848,126.464,16.568434,0.00938,1.508,0.0,2.0,0.0,2.0,0,3.240057,1.945034,1.295023,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999999,4241.7,4154.5,4264.5,4.1019,4.0904,4.1209,-0.1258,-0.2614,-0.0723,525.7161,514.3078,539.1573,5.1105,5.0267,5.1642,3.3359,3.2744,3.3748,1.8677,1.839,1.8865,PHOENIX,341.9199921,62.08907056,1.61327,1.515421,-0.1782,0.083927,1.2530575268005435,-4094.0,-1165.0,-5259.0,3.240055999999999,1.9450329999999987,1.2950230000000005,19.04862579281184,20.878763222131816,27.836055276381913,True,True,True,False,False,734.8618459729571,48.87198490634378,True,8.532428503022564,3594.6689715030225,8853.668971503022,False,True,K4-K3,3.3359,0.9006930000000001,0.366949,14.527557,16.47259,13.232534,3603.099307,7698.0,8862.633051,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
SSTSL2 J043124.89+365241.0,0,0,67.853732,36.878057,164.326173,-7.744373,1,0,7,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,0,2616.0,5.041,2272.0,6.449,2310.0,15.95,3292.0,17.87,3064.0,159.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.5,337.1,160.7,212.8,19.2,0,0,0.0,0,N,1,0.9784,1.419,4.948,7.584,81.26,40045871,40045871-51,0,0,3.8,6.36,3.92,5.59,11.26,369030870.0,1,67.85369,36.87803,3156.0,95.94,4866.0,152.4,4385.0,129.2,Gaia DR3 178103806910625024,67.85371511,36.87797314,0.0,0.0,83,1.63615e+18,1.78104e+17,214729136,0.1082,0.0754,1.9367,0.1293,14.9732,5.594,1.769,0.145,-5.307,0.121,0.0897,-0.0193,-0.1436,0.088,-0.1745,0.0267,-0.0064,0.2858,0.0746,0.2092,265,0,265,0,-0.5778,263.25,0.0,0.0,31,False,1.241,,,,,,,,30,15,0.210312,31,0.01435,152.3,0,0,0.973,0,269,1469.24642,2.05038,716.571,17.76963,0.003144,28,233.609,13.0209,17.9411,19.417318,0.060581,27,1955.43,17.8377,109.623,16.51979,0.010601,1.49,0.0,1.0,0.0,0.0,0,2.897528,1.647688,1.24984,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,4136.9,4113.2,4215.0,4.1879,4.1609,4.2367,-1.5739,-1.6679,-1.47,418.5641,404.0614,440.3594,4.1369,4.0966,4.238,2.7723,2.7422,2.8514,1.5418,1.5246,1.5873,MARCS,67.85370528,36.87799673,2.336832,1.938158,0.2025,0.305796,1.1514084507042253,-1710.0,481.0,-1229.0,2.897528000000001,1.6476880000000023,1.249839999999999,32.89555972482802,31.929133858267715,33.93962848297214,True,True,True,False,False,516.3422316311251,34.47258251143929,True,9.20494176277197,3147.435311762772,4376.435311762772,False,True,K6-K5,2.7723,0.748521,0.304953,14.99733,16.645018,13.74749,3155.251479,4866.0,4384.695047,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J203503.77+401118.7,0,0,308.765734,40.188544,79.526123,-0.160015,1,0,7,1,1,1,1,1,2,0,0.0,0,1,0,0,0.0,0,5127.0,7.359,4203.0,8.284,3293.0,19.67,2964.0,26.62,20930.0,173.1,0.0,0.0,0.0,0.0,0.96,0.54,0.0,0.0,0.0,0.0,661.2,522.7,167.0,146.4,120.9,2,0,0.0,0,N,1,1.601,1.707,7.762,8.971,90.64,30002641,30002641-28278,0,0,5.25,2.05,5.74,2.85,9.65,329036585.0,1,308.7657,40.18858,4884.0,98.97,7271.0,113.8,6880.0,152.1,Gaia DR3 2064676545391686912,308.7656751,40.1885537,0.0,0.0,5,1.63615e+18,2.06468e+18,594900397,0.0505,0.0616,1.009,0.0676,14.9253,4.155,-2.116,0.064,-3.576,0.077,0.037,-0.0362,-0.0525,-0.1322,0.2508,-0.1334,-0.1822,-0.0697,0.0089,-0.0277,321,9,320,1,2.9156,414.92,0.231,1.691,31,False,1.255,,,,,,,,37,23,0.107479,43,0.02086,8.892,0,0,1.117,0,334,2633.45037,12.6314,208.485,17.136053,0.005892,41,449.773,14.5061,31.0058,18.706059,0.035128,38,3442.07,45.3935,75.8273,15.905848,0.014809,1.478,0.0,1.0,0.0,1.0,0,2.800211,1.570005,1.230206,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999994,4291.0,4267.8,4315.1,4.0897,4.0813,4.1079,0.1455,0.0784,0.2136,638.1714,620.4539,655.5529,3.7039,3.6611,3.7418,2.5147,2.4839,2.5431,1.3724,1.3569,1.3864,MARCS,308.7656874,40.1885696,1.032778,1.243712,-0.0142,0.165659,1.2198429693076374,-2387.0,391.0,-1996.0,2.800210999999999,1.5700059999999993,1.2302049999999998,49.348287359806,63.89279437609842,45.233399079552925,True,True,True,False,False,991.0802775024778,66.39943187231665,True,7.155508831184553,4874.019455831184,6870.019455831184,False,True,K4-K3,2.5147,0.678969,0.276617,14.621353000000001,16.191359,13.391148000000001,4883.321031,7271.0,6879.723383,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J205234.40+443824.4,0,0,313.143365,44.64013,85.02092,0.060502,1,0,7,1,1,1,1,1,2,2,0.0,0,1,0,0,0.0,0,6611.0,8.15,6050.0,8.586,5291.0,15.94,6489.0,16.33,5911.0,80.74,0.0,0.0,0.0,0.0,0.96,0.98,1.02,0.0,0.0,0.0,747.4,650.1,342.8,441.1,73.2,0,0,0.0,0,N,-1,1.175,1.305,5.079,6.693,48.35,30002641,30002641-29010,0,0,5.98,6.66,5.96,7.34,23.0,1118843248.0,1,313.1434,44.64017,3571.0,69.07,6155.0,198.4,6577.0,139.3,Gaia DR3 2163170483475867392,313.1434234,44.64015497,0.0,0.0,164,1.63615e+18,2.16317e+18,896500872,0.08,0.0847,1.1655,0.1005,11.5958,3.065,-1.56,0.104,-2.638,0.116,-0.0361,0.1228,-0.0897,-0.0546,0.0598,-0.0858,-0.1547,-0.2225,0.0693,0.0005,446,0,445,1,-0.1689,633.8,0.504,3.2251,95,False,,1.1266,0.0253,-0.107,-0.046,-0.12,0.056,-0.083,51,29,0.16058,55,0.0207,72.76,1,0,0.994,0,454,1121.53707,9.06681,123.697,18.062832,0.0092,50,111.856,5.29178,21.1377,20.216894,0.051441,47,1642.12,47.1706,34.8123,16.709387,0.031416,1.564,0.0,3.0,0.0,0.0,0,3.507507,2.154062,1.353445,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,1.0,3946.4,3913.6,4062.0,4.0646,4.0528,4.0812,-0.1935,-0.2319,0.0163,521.4844,509.6813,532.5985,4.8917,4.7992,5.0451,3.1125,3.0494,3.2218,1.8061,1.7756,1.8582,PHOENIX,313.1434332,44.6401667,1.667962,1.863884,0.0069,0.174632,1.0927272727272728,-2584.0,-422.0,-3006.0,3.5075070000000004,2.1540619999999997,1.3534450000000007,51.70117272332417,31.023185483870968,47.214644651830575,True,True,True,False,False,858.000858000858,73.98462996918595,True,8.395393389282978,3561.332561389283,6567.332561389283,False,True,K9-K7,3.1125,0.840375,0.342375,14.950332,17.104394,13.596886999999999,3570.159625,6155.0,6576.657625,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
SSTSL2 J060721.50-062936.7,0,1,91.839588,-6.493555,213.757167,-12.74413,1,0,7,1,1,1,1,1,2,2,2.0,0,1,0,0,0.0,0,7046.0,7.235,6383.0,6.802,5879.0,13.76,6409.0,15.96,9503.0,65.4,0.0,0.0,0.0,0.0,1.01,0.95,0.98,0.95,0.0,0.0,887.0,867.9,374.9,411.7,145.3,0,0,0.0,0,N,-1,0.9312,1.022,3.313,4.729,65.52,40045501,40045501-21,0,0,11.47,6.98,10.6,5.24,39.15,146633642.0,1,91.8396,-6.493567,3417.0,72.38,6166.0,153.3,7502.0,158.9,Gaia DR3 3018460684431302144,91.83959039,-6.493545418,0.0,0.0,154,1.63615e+18,3.01846e+18,139633256,0.0798,0.0831,1.201,0.105,11.4417,2.769,-2.493,0.1,1.205,0.094,-0.0525,0.0027,-0.0109,0.1758,-0.3837,0.1373,-0.3582,0.1062,0.212,-0.0592,258,0,257,1,0.0802,270.24,0.0,0.0,31,False,1.243,,,,,,,,30,19,0.143299,31,0.01644,128.1,0,0,1.002,0,254,1712.92347,8.50392,201.427,17.603022,0.006054,28,276.289,10.7785,25.6333,19.235134,0.042448,28,2212.72,31.4552,70.3452,16.385578,0.01589,1.453,0.0,2.0,0.0,3.0,0,2.849556,1.632113,1.217443,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999991,4116.4,4086.1,4164.4,4.1951,4.1183,4.3079,-0.7265,-0.7768,-0.6342,535.6159,473.393,572.9453,3.8882,3.8167,3.9857,2.6023,2.5503,2.6723,1.4449,1.4182,1.4807,MARCS,91.83960154,-6.493550775,1.607452,1.537597,-0.074,0.035541,1.1038696537678208,-2749.0,-1336.0,-4085.0,2.8495559999999998,1.6321119999999993,1.2174440000000004,47.209173804918485,40.221787345075015,47.21208307111391,True,True,True,False,False,832.639467110741,72.79529062999816,True,8.00073703701453,3407.3977150370147,7492.397715037015,False,True,K6-K5,2.6023,0.702621,0.28625300000000004,15.000722,16.632834,13.783278,3416.297379,6166.0,7501.713747,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
SSTSL2 J130115.99-632058.1,1,0,195.316665,-63.34948,304.033853,-0.498762,1,0,6,1,1,2,1,1,2,2,2.0,0,1,0,0,0.0,0,4782.0,31.13,4015.0,32.07,,,4054.0,82.51,15350.0,142.3,0.0,0.0,0.0,0.0,1.11,0.95,1.02,0.95,0.0,0.0,157.7,130.4,42.3,62.2,107.9,3,3,,0,N,1,9.266,10.39,,30.99,86.85,30002561,30002561-28727,0,0,4.79,5.11,4.8,4.79,14.71,951312777.0,1,195.3166,-63.34952,3224.0,127.7,4600.0,309.3,5157.0,304.0,Gaia DR3 5862375311029480832,195.3165813,-63.34952473,0.0,0.0,21,1.63615e+18,5.86238e+18,1090775907,0.0417,0.0484,0.7023,0.0616,11.4085,6.132,-5.593,0.05,-2.513,0.067,0.1365,0.0016,-0.1397,0.112,-0.0521,0.1006,-0.0123,-0.0088,0.0606,0.1885,476,0,475,1,1.4612,540.62,0.071,0.18078,31,False,1.313,,,,,,,,55,27,0.094367,60,0.03004,144.4,1,0,1.047,0,504,2724.73805,4.34701,626.807,17.099054,0.003255,57,702.672,10.5562,66.5648,18.22166,0.016548,56,3025.89,16.5045,183.337,16.045763,0.007025,1.368,0.0,1.0,0.0,3.0,0,2.175898,1.122606,1.053291,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999995,4913.5,4858.2,4940.7,4.2423,4.2337,4.2676,-1.3815,-1.4516,-1.3352,850.4735,814.4624,870.8519,2.9105,2.8606,2.9325,2.1306,2.0903,2.1485,1.1806,1.158,1.191,MARCS,195.3166367,-63.34951356,0.807257,1.071137,0.1767,0.210253,1.1910336239103363,-1376.0,-557.0,-1933.0,2.175896999999999,1.122606000000001,1.053290999999998,25.24667188723571,14.872292272874232,16.963815789473685,True,True,True,False,False,1423.8929232521714,124.89221710427702,True,6.331667342081435,3213.2326133420815,5146.232613342081,False,True,G9,2.1306,0.5752619999999999,0.234366,14.968454,16.09106,13.915163000000002,3223.424738,4600.0,5156.765634,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J222315.23+632521.8,0,1,335.813479,63.422747,107.229603,5.162989,1,0,7,1,1,1,1,1,2,2,2.0,0,0,0,0,0.0,0,14980.0,11.95,13390.0,9.972,10480.0,23.26,11490.0,25.7,22480.0,114.9,0.0,0.0,0.0,0.0,0.0,0.98,1.02,0.98,0.0,0.0,1123.6,1244.7,447.5,543.6,195.6,2,2,0.0,0,N,-1,1.198,1.281,5.72,6.778,56.24,40044851,40044851-5,0,0,6.68,4.08,5.97,4.21,10.36,735795390.0,1,335.8135,63.42276,3568.0,88.72,8046.0,244.6,12040.0,266.2,Gaia DR3 2205440623887237632,335.8135255,63.42272966,0.0,0.0,15,1.63615e+18,2.20544e+18,286811032,0.0768,0.0794,0.9835,0.0872,11.279,3.832,-0.833,0.091,-3.741,0.096,0.0187,-0.0118,0.0269,-0.0461,0.2086,-0.0623,-0.0273,-0.0685,-0.0899,0.0439,372,0,370,2,2.3019,557.71,0.52,4.4188,95,False,,1.1999,0.0202,0.016,0.127,0.018,-0.041,-0.072,43,25,0.133736,46,0.1074,149.5,0,0,1.086,0,336,1461.39412,26.4433,55.2652,17.775448,0.019838,38,207.153,13.6945,15.1267,19.547813,0.07183,37,2103.18,108.848,19.3222,16.440702,0.056318,1.581,0.0,2.0,0.0,1.0,0,3.107111,1.772366,1.334745,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,1.0,4195.0,4165.1,4238.7,4.0738,4.0659,4.0872,0.2642,0.1809,0.3282,523.9033,509.6324,538.5166,5.0183,4.9338,5.1157,3.2777,3.2177,3.3474,1.833,1.8058,1.8653,MARCS,335.8135338,63.42274628,1.454351,1.537179,0.0495,0.097532,1.1187453323375651,-4478.0,-3994.0,-8472.0,3.1071109999999997,1.7723650000000006,1.334745999999999,40.21641118124437,32.894521668029434,45.22915101427498,True,True,True,False,False,1016.7768174885612,90.15042042196497,True,7.739319821276778,3557.963871821277,12029.963871821277,False,True,K6-K5,3.2777,0.884979,0.360547,14.497748000000001,16.270113000000002,13.163002000000002,3567.115021,8046.0,12039.639453,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
SSTSL2 J204803.56+440529.1,0,0,312.014856,44.09144,84.084944,0.335918,1,0,7,1,1,1,1,1,2,2,0.0,0,1,0,0,0.0,0,2480.0,4.975,1787.0,6.044,1413.0,19.71,1861.0,17.02,13210.0,85.53,0.0,0.0,0.0,0.0,1.01,0.92,0.54,0.0,0.0,0.0,527.0,297.6,85.0,96.6,154.5,3,2,0.0,0,N,-1,1.294,1.352,5.879,7.182,46.76,30002641,30002641-29008,0,0,3.95,5.27,3.82,6.13,22.42,1118804529.0,1,312.015,44.09154,2512.0,85.6,3767.0,131.8,3966.0,127.9,Gaia DR3 2067045679428023680,312.0149417,44.09151228,0.0,0.0,153,1.63615e+18,2.06705e+18,272097142,0.0891,0.0911,1.2168,0.1082,11.2432,4.332,-2.433,0.119,-3.585,0.119,-0.0307,0.0078,-0.2479,-0.0217,0.1195,-0.0214,-0.0681,-0.1255,0.1196,0.0494,416,0,416,0,0.4573,467.74,0.275,0.72641,31,False,1.212,,,,,,,,48,27,0.170299,52,0.008255,53.31,1,0,1.015,0,418,931.30313,3.47447,268.042,18.264639,0.004899,44,131.123,7.97824,16.4351,20.044344,0.066121,41,1326.4,11.9147,111.325,16.941206,0.01046,1.565,0.0,0.0,0.0,0.0,0,3.103138,1.779705,1.323433,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999995,3957.9,3925.6,4121.2,4.0945,4.0639,4.1408,-0.2284,-0.2626,-0.0488,558.863,535.4718,575.6153,4.9925,4.8978,5.2364,3.1819,3.1167,3.3595,1.8357,1.8048,1.9167,PHOENIX,312.0149568,44.09152821,1.933463,1.918956,0.0505,0.341782,1.387800783435926,-1255.0,-199.0,-1454.0,3.1031379999999977,1.7797049999999999,1.3234329999999979,29.345794392523366,28.581183611532623,31.008600469116494,True,True,True,False,False,821.827744904668,73.07837113632894,True,8.69073500522471,2502.4260960052247,3956.4260960052247,False,True,K9-K7,3.1819,0.8591130000000001,0.350009,15.082738999999998,16.862444,13.759306,2511.140887,3767.0,3965.649991,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
SSTSL2 J054232.73-094506.7,0,1,85.636408,-9.751886,214.008209,-19.690959,1,0,7,1,1,1,1,1,2,2,2.0,0,0,0,0,0.0,0,15500.0,9.673,13240.0,9.924,10620.0,21.57,10440.0,17.28,24330.0,160.5,0.0,0.0,0.0,0.0,0.0,0.92,0.95,1.02,0.0,0.0,1427.2,1207.7,409.3,616.5,151.6,0,0,0.0,0,N,1,0.8464,1.109,3.566,5.401,85.57,40044081,40044081-22,0,0,8.82,3.69,9.24,3.79,10.44,1308441877.0,1,85.63647,-9.751851,4656.0,120.1,11960.0,231.3,17010.0,329.1,Gaia DR3 3011919998995514112,85.63646474,-9.751875571,0.0,0.0,52,1.63615e+18,3.01192e+18,467518639,0.1232,0.122,1.984,0.1769,11.2153,1.693,-0.096,0.151,-1.691,0.144,0.0394,-0.1166,-0.1596,-0.0213,-0.3011,0.0107,-0.4525,0.1447,0.3119,-0.0798,406,0,405,1,-1.0845,537.81,0.736,3.7529,95,False,,1.0746,0.0359,-0.08,-0.109,-0.021,-0.021,0.073,46,22,0.217974,48,0.02534,54.65,0,0,0.961,0,403,763.06479,2.33243,327.154,18.480963,0.004313,38,63.7182,6.09369,10.4564,20.827883,0.103872,45,1243.29,14.2327,87.3542,17.011467,0.012991,1.713,0.0,0.0,0.0,1.0,0,3.816416,2.34692,1.469496,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,1.0,3999.8,3944.3,4094.6,4.0987,4.0819,4.1253,-0.6211,-0.7232,-0.5086,343.2546,329.7956,360.3699,7.0847,6.9897,7.2353,4.4337,4.3656,4.547,2.5343,2.4983,2.5935,PHOENIX,85.63646517,-9.751868056,2.446546,2.354205,-0.0766,0.204777,1.1706948640483383,-7304.0,-5050.0,-12354.0,3.8164160000000003,2.346920000000001,1.4694959999999995,38.7676935886761,51.707738867271935,51.68641750227894,True,True,True,False,False,504.03225806451616,44.941182687304895,True,9.968671339090797,4647.487708339091,17001.48770833909,False,True,K9-K7,4.4337,1.1970990000000001,0.487707,14.047263,16.394182999999998,12.577767,4654.802901,11960.0,17009.512293,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
SSTSL2 J230814.41+622554.7,0,0,347.060057,62.431887,111.305225,1.912822,1,0,7,1,1,1,1,1,2,2,2.0,2,2,0,0,0.0,0,7610.0,7.135,7492.0,10.7,7785.0,18.9,10320.0,20.06,26080.0,84.37,0.0,0.0,0.0,0.0,1.11,1.02,1.02,0.98,1.02,1.11,996.9,639.3,384.8,567.1,309.1,2,0,0.0,0,P,-1,1.007,1.16,4.4,5.794,45.41,30002711,30002711-31225,0,0,5.03,4.1,5.16,3.83,24.34,769066192.0,1,347.0601,62.4319,2425.0,69.25,5016.0,134.0,6925.0,146.7,Gaia DR3 2207364219480957696,347.0601039,62.43188448,0.0,0.0,72,1.63615e+18,2.20736e+18,26726675,0.092,0.0877,1.224,0.1097,11.1534,2.636,-0.889,0.121,-2.482,0.102,0.0345,0.1952,-0.1308,-0.2134,0.3356,-0.3808,0.1869,-0.2956,0.1958,-0.274,344,0,343,1,1.9852,414.84,0.32,1.352,31,False,1.251,,,,,,,,39,26,0.183993,44,0.03323,30.07,0,0,1.076,0,383,1327.06972,9.9463,133.424,17.880133,0.008591,40,238.549,8.64768,27.5853,19.3946,0.039458,39,1673.1,35.6572,46.9219,16.689089,0.023446,1.441,0.0,2.0,0.0,2.0,0,2.705511,1.514467,1.191044,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999981,4510.6,4468.6,4566.9,4.2858,4.2276,4.3366,-1.3811,-1.4356,-1.3393,579.6266,552.7135,599.3272,4.327,4.2688,4.3814,2.9745,2.9297,3.0176,1.6603,1.6339,1.6859,MARCS,347.0601125,62.43189551,1.950654,1.620662,-0.2437,0.078722,1.0157501334757075,-2591.0,-1909.0,-4500.0,2.7055110000000013,1.5144669999999998,1.1910440000000015,35.018050541516246,37.43283582089552,47.205180640763466,True,True,True,False,False,816.9934640522875,73.22237173736598,True,8.319040089047713,2415.438907089048,6915.4389070890475,False,True,K2-K1,2.9745,0.803115,0.327195,14.905633000000002,16.4201,13.714589,2424.196885,5016.0,6924.672805,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J061109.99-060947.5,0,0,92.791643,-6.163219,213.885783,-11.749787,1,0,7,1,1,1,1,1,2,2,2.0,0,1,0,0,0.0,0,11460.0,9.916,10650.0,8.561,9311.0,16.92,8365.0,14.75,11210.0,86.87,0.0,0.0,0.0,0.0,1.01,1.02,1.02,1.02,0.0,0.0,1042.6,1116.8,479.7,544.3,129.1,0,0,0.0,0,N,1,0.8194,1.013,2.972,5.298,48.81,40045501,40045501-19,0,0,8.11,10.18,8.13,10.17,21.39,146761634.0,1,92.79164,-6.163218,3771.0,97.24,7878.0,166.9,10300.0,246.6,Gaia DR3 3019797523069137408,92.79163558,-6.163198005,0.0,0.0,179,1.63615e+18,3.0198e+18,835793900,0.0677,0.0711,0.973,0.0873,11.1475,4.1,-4.091,0.084,0.266,0.085,-0.0026,0.0078,-0.2289,0.1091,-0.2634,0.0911,-0.4714,0.1641,0.2591,-0.0798,315,0,315,0,1.6682,376.54,0.172,0.62498,31,False,1.243,,,,,,,,36,18,0.127291,36,0.1652,15.4,0,0,1.067,0,313,1980.83208,20.7992,95.2359,17.445248,0.011729,33,299.105,14.1225,21.1793,19.148983,0.05134,35,2785.46,102.101,27.2814,16.135653,0.039977,1.557,0.0,1.0,0.0,2.0,0,3.01333,1.703735,1.309595,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999992,4121.5,3995.8,4143.2,4.0804,4.065,4.1025,0.1303,-0.2302,0.2171,608.3823,581.8218,629.2292,3.6029,3.4767,3.6729,2.3862,2.2954,2.4351,1.3443,1.3002,1.3678,PHOENIX,92.79165387,-6.163199186,1.356466,1.388325,-0.0868,0.080107,1.076056338028169,-4107.0,-2422.0,-6529.0,3.01333,1.7037350000000018,1.309594999999998,38.78033730974908,47.20191731575794,41.768045417680455,True,True,True,False,False,1027.749229188078,92.21223813784093,True,7.385812201341759,3760.9405642013417,10289.940564201343,False,True,K6-K5,2.3862,0.6442740000000001,0.262482,15.059047999999999,16.762783000000002,13.749453,3770.355726,7878.0,10299.737518,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
