objid,crowded,badbkgmatch,ra,dec,l,b,nmatches,nreject,nbands,i1_fluxtype,i2_fluxtype,i3_fluxtype,i4_fluxtype,m1_fluxtype,i1_fluxflag,i2_fluxflag,i3_fluxflag,i4_fluxflag,m1_fluxflag,i1_softsatflag,i2_softsatflag,i3_softsatflag,i4_softsatflag,i1_f_ap2,i1_df_ap2,i2_f_ap2,i2_df_ap2,i3_f_ap2,i3_df_ap2,i4_f_ap2,i4_df_ap2,m1_f_psf,m1_df_psf,i1_extfrac,i2_extfrac,i3_extfrac,i4_extfrac,m1_extfrac,i1_brtfrac,i2_brtfrac,i3_brtfrac,i4_brtfrac,m1_brtfrac,i1_snr,i2_snr,i3_snr,i4_snr,m1_snr,i1_seflags,i2_seflags,i3_seflags,i4_seflags,m1_dflag,m1_sflag,i1_meannoise,i2_meannoise,i3_meannoise,i4_meannoise,m1_meannoise,smid,regid,irac_obstype,mips_obstype,i1_coverage,i2_coverage,i3_coverage,i4_coverage,m1_coverage,twomass_key,twomass_assoc,twomass_ra,twomass_dec,j,dj,h,dh,k,dk,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist,ir_ratio,J_H,H_K,J_K,BP_RP,BP_G,G_RP,j_SNR,h_SNR,k_SNR,good_2mass,good_gaia_phot,good_astrometry,k_dwarf_color,k_dwarf_color_strict,dist_pc,dist_pc_err,good_parallax,G_abs,J_abs,K_abs,k_dwarf_absmag,k_dwarf_teff,k_subtype,A_G,A_J,A_K,Gmag_dered,BPmag_dered,RPmag_dered,j_dered,h_dered,k_dered,flag_giant,flag_mdwarf,flag_high_pm,flag_binary,flag_variable,contaminant,validation_score,validation_tier,confidence
SSTSL2 J043541.34+240131.0,0,0,68.922272,24.025291,174.799477,-15.555481,1,0,7,1,1,1,1,1,2,2,2.0,0,0,0,0,0.0,0,12610.0,8.401,8384.0,6.835,5642.0,12.22,3232.0,13.59,378.4,39.83,0.0,0.0,0.0,0.0,0.0,1.02,0.98,1.05,0.0,0.0,1353.7,1126.9,431.9,272.8,9.5,0,0,0.0,0,N,1,0.6066,0.8047,3.116,4.238,42.56,40009211,40009211-159,0,0,14.3,9.97,14.7,10.49,123.67,1302962631.0,1,68.92226,24.02527,18150.0,367.7,26960.0,596.1,25140.0,416.8,Gaia DR3 147598891885466880,68.92230272,24.02525998,0.0,0.0,90,1.63615e+18,1.47599e+17,544507348,0.0425,0.0254,4.8969,0.0455,107.5817,6.326,1.057,0.051,-6.237,0.039,-0.0031,0.2649,-0.2197,0.2076,-0.1665,0.0929,-0.1477,0.1738,0.1419,-0.0272,260,0,259,1,0.3773,271.81,0.0,0.0,31,False,1.265,,,,,,,,30,16,0.071134,32,0.01166,115.6,0,0,1.015,0,273,9160.11725,5.83772,1569.13,15.782615,0.002841,26,1640.91,6.06584,270.517,17.300827,0.004888,29,11537.8,32.1193,359.216,14.592589,0.004839,1.439,0.0,1.0,0.0,2.0,0,2.708238,1.518212,1.190025,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,5285.3,5248.0,5331.5,4.6373,4.6295,4.6515,-0.8582,-0.9505,-0.7855,195.2811,193.4825,197.5214,4.5528,4.5297,4.5803,3.2439,3.2227,3.2677,1.8106,1.797,1.826,MARCS,68.92229757,24.0252877,0.819327,0.633819,-0.041,0.150556,1.5040553435114503,-8810.0,1820.0,-6990.0,2.7082380000000015,1.518212000000002,1.1900259999999996,49.36089203154746,45.22731085388357,60.31669865642994,True,True,True,False,False,204.21082725806124,1.8974438196086885,True,9.232221176726146,18143.449606176728,25133.449606176728,False,True,G8,3.2439,0.8758530000000001,0.356829,12.538715,14.056927000000002,11.348689,18149.124147,26960.0,25139.643171,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J131819.14-623912.3,1,0,199.579784,-62.653421,306.013449,0.057383,1,0,6,1,1,1,1,1,2,2,2.0,2,1,0,0,0.0,0,6993.0,18.59,6239.0,17.36,3807.0,74.86,3152.0,30.59,11990.0,167.0,0.0,0.0,0.0,0.0,0.96,1.02,1.02,0.98,0.98,0.42,347.6,330.1,78.2,177.2,71.8,3,3,0.0,0,N,-1,9.699,10.78,37.8,32.95,93.34,30002561,30002561-29452,0,0,5.87,7.21,6.91,8.3,10.29,952727449.0,1,199.5799,-62.65342,3757.0,72.66,6950.0,134.4,8279.0,198.3,Gaia DR3 5868284292685054592,199.5798734,-62.65339017,0.0,0.0,28,1.63615e+18,5.86828e+18,263272187,0.0656,0.0744,0.5754,0.0979,5.8801,4.417,-4.146,0.082,-1.526,0.102,0.1831,0.0936,-0.228,0.1894,0.1656,0.1497,-0.2239,-0.0677,-0.0752,0.1881,434,0,434,0,7.0468,776.1,0.557,9.1072,95,False,,1.2935,0.0174,0.087,0.051,0.005,-0.071,0.019,50,26,0.146577,62,0.08707,125.1,3,0,1.249,0,533,2058.17281,47.1243,43.6754,17.403662,0.025011,53,617.778,46.6405,13.2455,18.361462,0.082018,53,2730.41,173.358,15.7501,16.157328,0.069039,1.627,0.0,53.0,0.0,53.0,0,2.204134,0.9578,1.246334,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999953,5289.1,4975.1,5359.7,4.2781,4.2692,4.2975,-4.0599,-4.1276,-3.8902,860.4536,775.7974,920.6002,3.5095,3.2736,3.5752,2.5747,2.3736,2.6257,1.4528,1.3348,1.4826,MARCS,199.5799135,-62.65338339,1.331148,1.658081,0.1683,0.184896,1.1208527007533258,-3193.0,-1329.0,-4522.0,2.204134,0.9577999999999989,1.246334000000001,51.7065785851913,51.71130952380952,41.749873928391324,True,True,True,False,False,1737.921445950643,295.6943162296975,True,6.203511287771537,3745.7998492877714,8267.799849287772,False,True,G8,2.5747,0.695169,0.283217,14.828962,15.786762,13.582628,3756.304831,6950.0,8278.716783,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
SSTSL2 J063150.43+045150.2,0,1,97.96014,4.86395,206.36613,-2.124628,1,0,7,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,0,4252.0,4.31,3582.0,4.241,2476.0,9.16,2024.0,9.178,8599.0,95.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,919.7,789.4,269.2,257.5,90.1,0,0,0.0,0,N,1,0.6357,0.8075,2.854,3.796,55.49,40045491,40045491-23,0,0,15.06,19.23,15.73,17.99,20.22,691976228.0,1,97.96014,4.863935,3215.0,85.88,4643.0,89.8,4984.0,156.1,Gaia DR3 3131328718417226496,97.96012083,4.863939947,0.0,0.0,123,1.63615e+18,3.13133e+18,1541255620,0.0742,0.0679,0.5287,0.0916,5.7739,1.666,-1.663,0.082,0.111,0.082,-0.1932,-0.1793,-0.0225,-0.086,-0.1839,-0.0071,-0.2085,0.0664,0.4105,-0.303,180,0,180,0,0.8994,200.98,0.124,0.38352,31,False,1.34,,,,,,,,21,14,0.131132,22,0.03847,119.0,0,0,1.047,0,176,2899.05294,14.3018,202.705,17.031727,0.006023,22,796.782,21.3446,37.3295,18.085194,0.029219,20,3149.27,47.5642,66.2109,16.00237,0.016828,1.361,0.0,1.0,0.0,1.0,0,2.082823,1.053467,1.029356,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.99997,4626.7,4577.1,4687.8,4.2722,4.2265,4.3052,-1.3872,-1.4442,-1.3532,770.874,744.5958,794.7367,2.3637,2.313,2.4269,1.7252,1.6847,1.7758,0.95,0.927,0.9785,MARCS,97.96012825,4.863939452,1.321905,1.326794,-0.294,0.077699,1.1870463428252374,-1428.0,-341.0,-1769.0,2.0828240000000022,1.0534670000000013,1.029357000000001,37.43595714951095,51.70378619153675,31.928251121076233,True,True,True,False,False,1891.4318138831097,327.70031048173416,True,5.647773552025555,3203.6160465520256,4972.616046552025,False,True,K0,1.7252,0.46580400000000005,0.189772,15.306526999999999,16.359994,14.277169999999998,3214.534196,4643.0,4983.810228,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
SSTSL2 J201820.03+391927.3,1,0,304.583471,39.324256,76.955806,1.956083,1,0,7,1,1,1,1,1,2,0,0.0,0,1,0,0,0.0,0,3331.0,8.446,3134.0,7.373,2539.0,20.64,3115.0,23.68,7959.0,160.1,0.0,0.0,0.0,0.0,1.11,1.02,0.0,0.0,0.0,0.0,382.1,421.8,142.8,145.1,49.7,3,0,0.0,0,N,-1,1.401,1.658,5.803,7.99,84.59,30002641,30002641-31156,0,0,3.05,2.48,2.86,2.24,14.47,305146881.0,1,304.5834,39.32419,1453.0,57.56,2777.0,86.97,3461.0,117.9,Gaia DR3 2061471056691792256,304.5833429,39.32417316,0.0,0.0,161,1.63615e+18,2.06147e+18,607266333,0.089,0.1008,0.6734,0.1171,5.7512,5.883,-3.319,0.12,-4.857,0.135,-0.0993,-0.1391,-0.1363,-0.0939,0.0927,-0.0645,-0.1631,0.1799,0.1306,0.0336,394,0,394,0,0.0649,442.25,0.0,0.0,95,False,,1.2486,0.0265,0.026,0.03,0.064,-0.011,-0.031,45,26,0.189289,48,0.0582,160.6,0,0,1.001,0,407,903.51523,8.22315,109.875,18.297527,0.010259,46,168.134,10.2695,16.3722,19.774403,0.066374,44,1150.57,31.0144,37.0979,17.095612,0.02951,1.46,0.0,1.0,0.0,1.0,0,2.678791,1.476875,1.201916,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999978,4355.0,4301.3,4416.3,4.2788,4.2266,4.3314,-1.2859,-1.3779,-0.9977,710.3757,673.9494,742.8084,3.8809,3.8,3.9614,2.6626,2.5988,2.7239,1.4765,1.4369,1.5125,MARCS,304.583362,39.32419474,1.935767,2.184267,0.0401,0.46491,1.062858966177409,-1324.0,-684.0,-2008.0,2.6787910000000004,1.4768760000000007,1.2019149999999996,25.24322446143155,31.930550764631484,29.355385920271416,True,True,True,False,False,1485.001485001485,258.2323639644697,True,7.4388925602603475,1442.1413655602603,3450.1413655602605,False,True,K4-K3,2.6626,0.718902,0.292886,15.634927,17.111803,14.433012,1452.281098,2777.0,3460.707114,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J202253.58+391446.4,1,0,305.72326,39.246236,77.391842,1.185128,1,0,7,1,1,1,1,1,2,2,0.0,0,0,0,0,0.0,0,6148.0,9.38,6553.0,10.12,6678.0,31.1,9385.0,29.9,27010.0,164.8,0.0,0.0,0.0,0.0,0.0,0.95,1.02,0.0,0.0,0.0,650.2,615.6,202.3,365.8,163.9,2,0,0.0,0,N,1,1.679,1.766,7.353,9.067,82.77,30002641,30002641-30436,0,0,2.55,3.05,3.05,3.05,10.83,305556858.0,1,305.7232,39.24623,2124.0,60.65,4207.0,108.5,5167.0,133.2,Gaia DR3 2061238058998522496,305.7232189,39.24621101,0.0,0.0,179,1.63615e+18,2.06124e+18,1559079034,0.0896,0.1041,0.6867,0.1196,5.7431,5.873,-3.182,0.119,-4.936,0.135,-0.0029,0.1233,-0.054,0.0222,0.1127,-0.0236,-0.2799,-0.0934,0.1731,0.0188,379,0,379,0,0.8929,424.08,0.292,0.73811,31,False,1.244,,,,,,,,44,27,0.190293,46,0.01334,146.3,0,0,1.032,0,373,916.54872,4.31055,212.629,18.281979,0.005802,40,146.745,9.38774,15.6316,19.922134,0.069514,36,1193.59,16.4837,72.4101,17.055758,0.015463,1.462,0.0,0.0,0.0,0.0,0,2.866377,1.640156,1.226221,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999979,4506.0,4475.4,4586.6,4.2126,4.2025,4.2279,-1.4919,-1.5644,-1.4107,647.2998,629.481,667.6154,4.7547,4.7152,4.8335,3.2356,3.206,3.3015,1.8148,1.7971,1.8542,MARCS,305.7232372,39.24623295,1.911402,2.19099,0.0186,0.145674,0.9381962459942012,-2083.0,-960.0,-3043.0,2.866375999999999,1.640155,1.226220999999999,35.02061005770816,38.774193548387096,38.791291291291294,True,True,True,False,False,1456.2399883500802,253.62793447891303,True,7.465814236971028,2113.183835236971,5156.183835236971,False,True,K2-K1,3.2356,0.873612,0.35591599999999995,15.046379,16.686534,13.820158000000001,2123.126388,4207.0,5166.644084,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J044157.15+252005.6,0,0,70.488159,25.334916,174.69577,-13.624321,1,0,7,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,0,4704.0,9.0,3409.0,7.325,2171.0,19.77,1176.0,23.84,311.5,36.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.7,474.8,125.9,69.5,8.6,0,0,0.0,0,N,1,0.9037,1.15,4.433,6.071,79.39,40009211,40009211-213,0,0,4.85,1.96,1.93,1.91,50.18,366146930.0,1,70.48818,25.33492,4337.0,111.8,7892.0,239.9,8241.0,197.4,Gaia DR3 148115623695044864,70.48823955,25.33486405,0.0,0.0,88,1.63615e+18,1.48116e+17,1064911207,0.1254,0.0789,0.7795,0.1366,5.7055,20.631,14.598,0.157,-14.579,0.113,0.0402,0.1863,-0.2003,0.1774,-0.1392,0.0949,-0.0854,0.1853,0.1012,-0.0125,306,0,305,1,0.3306,352.38,0.347,1.2995,31,False,1.2,,,,,,,,35,17,0.219801,35,0.008931,89.13,0,0,1.012,0,304,1191.00302,1.60784,740.749,17.997585,0.003121,29,110.479,7.742,14.27,20.230347,0.076136,30,1760.78,17.5256,100.469,16.633635,0.011448,1.571,0.0,2.0,0.0,3.0,0,3.596712,2.232761,1.363951,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,1.0,4416.1,4371.9,4470.6,4.1208,4.1128,4.1306,-0.2417,-0.3322,-0.146,465.1316,446.8686,486.2071,6.3727,6.3002,6.4423,4.1351,4.0802,4.1904,2.3174,2.2885,2.3477,PHOENIX,70.48816777,25.33492884,2.538204,1.823545,-0.025,0.321991,1.379876796714579,-3555.0,-349.0,-3904.0,3.5967119999999966,2.2327619999999975,1.363949999999999,38.79248658318426,32.897040433513965,41.74772036474164,True,True,True,False,False,1282.8736369467608,224.81146735975307,True,7.456665597624305,4326.459080597624,8230.459080597624,False,True,K2-K1,4.1351,1.1164770000000002,0.45486100000000007,13.862485,16.095246999999997,12.498535,4335.883523,7892.0,8240.545139,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J193717.58+203558.8,1,0,294.323253,20.599688,56.383072,-0.294625,1,0,5,1,1,2,1,1,2,2,2.0,2,1,0,0,0.0,0,3725.0,39.02,2830.0,38.5,,,2812.0,78.83,6078.0,153.5,0.0,0.0,0.0,0.0,0.96,1.02,1.02,1.02,0.92,0.0,117.1,79.4,28.7,40.4,39.6,3,3,,0,N,-1,10.49,11.72,,29.44,85.93,30002561,30002561-28231,0,0,2.03,3.07,2.03,2.78,9.61,1245813148.0,1,294.3232,20.59968,2383.0,87.81,3367.0,130.2,3709.0,140.0,Gaia DR3 1826002086041120128,294.323225,20.5996572,0.0,0.0,28,1.63615e+18,1.826e+18,1532393333,0.0566,0.0669,0.5044,0.0885,5.6968,5.4,-2.391,0.082,-4.843,0.096,0.2458,-0.0247,0.0691,0.0461,0.0242,0.043,0.0379,-0.1562,-0.1097,0.1203,428,0,427,1,-0.4442,428.06,0.0,0.0,31,False,1.281,,,,,,,,49,22,0.135842,51,0.01649,81.83,0,0,0.984,0,434,1667.85608,2.17964,765.197,17.631971,0.003099,46,350.619,6.82637,51.3624,18.976454,0.021322,44,1989.72,11.8647,167.7,16.500916,0.007497,1.403,0.0,0.0,0.0,1.0,0,2.475538,1.344482,1.131056,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999994,4753.0,4697.7,4867.1,4.2747,4.2423,4.3135,-1.3607,-1.4144,-1.271,791.2583,765.3702,819.0121,3.5283,3.4757,3.6282,2.5135,2.4714,2.595,1.3973,1.3729,1.4437,MARCS,294.3232363,20.59967872,1.311543,1.539847,0.1172,0.145634,1.3162544169611308,-984.0,-342.0,-1326.0,2.4755380000000002,1.3444830000000003,1.131055,27.138139164104317,25.860215053763444,26.492857142857144,True,True,True,False,False,1982.5535289452816,347.85088681930495,True,6.14584638950522,2371.5138753895053,3697.5138753895053,False,True,K0,2.5135,0.678645,0.27648500000000004,15.118471,16.462954,13.987416,2382.321355,3367.0,3708.723515,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J025134.27+603546.9,0,1,42.892827,60.59638,137.159321,1.08667,1,0,7,1,1,1,1,1,2,0,2.0,2,1,0,0,0.0,0,1745.0,3.361,1376.0,4.027,1140.0,15.75,1959.0,17.46,5579.0,69.38,0.0,0.0,0.0,0.0,0.96,0.95,0.32,0.54,1.02,0.0,637.9,425.9,97.9,147.4,80.4,3,0,0.0,0,N,-1,1.062,1.328,5.247,5.941,47.2,30002631,30002631-30556,0,0,2.92,2.73,3.07,3.04,30.95,758605875.0,1,42.89267,60.59634,1791.0,59.4,2419.0,109.2,2257.0,89.4,Gaia DR3 464858574039163904,42.89276058,60.59631287,0.0,0.0,32,1.63615e+18,4.64859e+17,1011042251,0.0458,0.0486,0.4207,0.0739,5.6914,0.722,-0.545,0.075,-0.474,0.063,0.1204,-0.186,-0.5305,-0.1351,-0.1099,-0.3038,-0.2819,0.1988,0.0599,-0.236,663,0,659,4,-1.6059,625.33,0.0,0.0,31,False,1.358,,,,,,,,75,23,0.111822,86,0.005233,167.8,0,0,0.955,0,726,2261.78409,2.49774,905.534,17.301239,0.003005,76,666.847,4.92041,135.527,18.278477,0.008483,81,2337.57,7.57768,308.481,16.325985,0.005164,1.328,0.0,1.0,0.0,2.0,0,1.952492,0.977238,0.975254,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999987,4740.6,4703.8,4783.5,4.2983,4.2674,4.3322,-1.0433,-1.1312,-1.0066,1058.8162,1026.038,1086.1783,2.1115,2.0739,2.1526,1.5614,1.5317,1.5943,0.8508,0.8349,0.8693,PHOENIX,42.89276551,60.59631498,1.229711,1.019145,-0.2085,0.268667,1.2681686046511629,-628.0,162.0,-466.0,1.9524919999999995,0.9772379999999998,0.9752539999999996,30.151515151515152,22.15201465201465,25.24608501118568,True,True,True,False,False,2376.9907297361538,417.5412762716942,True,5.421101560084981,1779.119862560085,2245.119862560085,False,True,K0,1.5614,0.421578,0.171754,15.739839,16.717077,14.764585,1790.578422,2419.0,2256.828246,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J204704.62+420710.6,0,0,311.769255,42.11962,82.43788,-0.762954,1,0,7,1,1,1,1,1,2,2,2.0,2,1,0,0,0.0,0,6055.0,8.154,5209.0,11.14,4970.0,24.37,5500.0,24.43,10300.0,144.9,0.0,0.0,0.0,0.0,1.01,1.02,0.95,0.95,0.95,0.0,718.2,436.2,225.8,283.4,71.1,2,0,0.0,0,N,1,1.444,1.588,6.401,8.318,81.95,30002641,30002641-27562,0,0,3.07,2.89,2.88,2.9,11.02,1147865328.0,1,311.7692,42.11963,2336.0,75.29,3702.0,98.87,5415.0,89.77,Gaia DR3 2066236748094331136,311.7692199,42.11961277,0.0,0.0,166,1.63615e+18,2.06624e+18,566332688,0.0741,0.0894,0.5186,0.0913,5.6819,4.155,-2.3,0.103,-3.46,0.113,-0.1017,0.0232,-0.3438,0.0371,0.2419,0.0484,-0.4884,0.0282,-0.1844,-0.1618,436,0,434,2,0.7408,473.81,0.269,1.0463,31,False,1.265,,,,,,,,52,27,0.169326,55,0.02888,157.9,0,0,1.025,0,450,1194.66997,13.1215,91.0467,17.994247,0.012239,46,252.293,10.0655,25.0651,19.333778,0.043406,48,1484.36,46.1868,32.1382,16.819048,0.033994,1.454,0.0,0.0,0.0,1.0,0,2.51473,1.339531,1.1752,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999977,4703.2,4655.0,4745.1,4.2691,4.2354,4.3093,-1.391,-1.4952,-1.3531,838.2167,804.8615,864.779,3.6532,3.5941,3.6984,2.5869,2.5417,2.6212,1.4395,1.4132,1.4591,MARCS,311.7692337,42.11962814,1.680503,1.846365,-0.1594,0.097301,1.1624112113649452,-1366.0,-1713.0,-3079.0,2.51473,1.3395309999999974,1.1751990000000028,31.026696772479742,37.443107110346915,60.3208198730088,True,True,True,False,False,1928.268414963363,339.47340201726786,True,6.568409562166664,2324.5741625621667,5403.574162562167,False,True,K0,2.5869,0.6984630000000001,0.284559,15.407347000000001,16.746878,14.232147999999999,2335.301537,3702.0,5414.715441,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
SSTSL2 J060625.80-054901.9,0,1,91.607525,-5.817197,213.03113,-12.649117,1,0,7,1,1,1,1,1,2,2,2.0,2,2,0,0,0.0,0,10510.0,7.868,12720.0,9.394,14740.0,28.98,20340.0,25.65,33720.0,90.16,0.0,0.0,0.0,0.0,0.0,1.05,1.02,1.02,1.02,1.01,1221.7,1239.8,432.0,731.0,374.0,0,0,0.0,0,N,-1,0.8211,1.089,3.436,5.254,57.55,40045501,40045501-29,0,0,4.22,4.08,5.09,4.08,23.26,108689054.0,1,91.60751,-5.817168,683.6,38.41,1694.0,74.87,4345.0,144.1,Gaia DR3 3020047657667732480,91.60749408,-5.817208215,0.0,0.0,169,1.63615e+18,3.02005e+18,1236287888,0.1387,0.1471,1.196,0.1895,6.3126,1.987,-1.812,0.183,0.816,0.182,-0.0229,-0.2453,-0.4589,0.0494,-0.4834,0.1452,-0.5986,0.0033,0.3832,-0.3358,261,0,261,0,0.8035,285.97,0.097,0.06284,31,False,1.364,,,,,,,,30,17,0.306151,33,0.07013,90.7,0,0,1.034,0,258,939.33518,6.37786,147.281,18.255316,0.00787,30,306.475,12.0983,25.332,19.122555,0.042951,29,992.389,29.7151,33.3968,17.256191,0.032729,1.383,0.0,2.0,0.0,2.0,0,1.866364,0.867239,0.999125,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999996,4067.7,3991.2,4171.3,4.4682,4.4028,4.6485,-0.4432,-1.0202,-0.3079,1375.8989,883.0534,1462.4781,0.7055,0.5852,0.8136,0.5088,0.4209,0.5885,0.2739,0.2272,0.3167,PHOENIX,91.60750217,-5.817211843,2.98888,2.994683,-0.3277,0.117879,0.8262578616352201,-1010.4,-2651.0,-3661.4,1.8663639999999972,0.8672389999999979,0.9991249999999994,17.797448581098674,22.62588486710298,30.15267175572519,True,True,True,False,False,836.1204013377927,132.47894318855495,True,8.643971898261961,673.988655898262,4335.388655898262,False,True,K6-K5,0.5088,0.13737600000000003,0.055968000000000004,17.746516,18.613754999999998,16.747391,683.462624,1694.0,4344.944032,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
SSTSL2 J162934.55-495813.9,1,0,247.39399,-49.970539,334.527806,-0.975545,1,0,6,1,1,1,1,1,2,2,2.0,2,1,0,0,0.0,0,5586.0,29.81,5997.0,41.28,6186.0,124.1,6236.0,89.83,9994.0,151.4,0.0,0.0,0.0,0.0,1.11,1.02,0.98,1.02,0.98,0.0,190.2,146.8,47.4,85.1,66.0,3,3,3.0,3,N,-1,11.71,11.73,41.76,35.16,100.8,30002561,30002561-28067,0,0,5.01,3.97,3.82,3.97,19.13,600676708.0,1,247.394,-49.97051,3245.0,161.4,6081.0,263.3,6786.0,218.7,Gaia DR3 5940555123247294336,247.3939369,-49.97050217,0.0,0.0,86,1.63615e+18,5.94056e+18,758148675,0.1037,0.0672,0.8014,0.127,6.3083,2.078,0.095,0.151,-2.076,0.112,0.0616,-0.1221,-0.3324,-0.3238,-0.0469,-0.2525,-0.241,-0.1203,0.2563,0.2518,459,0,456,3,-0.2297,507.48,0.26,0.89518,95,False,,1.2499,0.0246,-0.059,0.039,0.092,-0.039,-0.02,52,21,0.220724,55,0.1148,32.77,0,0,0.992,0,471,1059.41345,13.4905,78.5302,18.124702,0.014098,50,199.021,9.23767,21.5445,19.591297,0.050472,50,1416.85,52.4585,27.0089,16.869587,0.040376,1.525,0.0,1.0,0.0,1.0,0,2.72171,1.466595,1.255116,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999989,4369.0,4218.5,4485.0,4.248,4.1924,4.2895,-1.3153,-1.3891,-0.9841,640.1943,618.0675,671.8373,4.056,3.8319,4.1969,2.7752,2.5974,2.8879,1.543,1.437,1.6093,MARCS,247.3939362,-49.97049295,2.448236,1.813949,0.2686,0.180812,0.9314657328664332,-2836.0,-705.0,-3541.0,2.7217100000000016,1.4665950000000016,1.255115,20.10532837670384,23.095328522597796,31.02880658436214,True,True,True,False,False,1247.8163214374845,197.74478764981347,True,7.643948690483404,3234.519246690483,6775.519246690484,False,True,K4-K3,2.7752,0.749304,0.305272,15.349502,16.816097,14.094387,3244.250696,6081.0,6785.694728,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
